ItemCliente;ItemSmarkets;CodigoPDM;TituloPDM;TextLongoPDM;NCM;Status
PASTA SUSPENSA PLASTIFICADA CARTAO AZUL;PASTA SUSPENSA PLASTIFICADA CARTAO AZUL;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR AZUL; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA PLASTIFICADA CARTAO BRANC;PASTA SUSPENSA PLASTIFICADA CARTAO BRANC;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR BRANCO; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA PLASTIFICADA CARTAO PRETA;PASTA SUSPENSA PLASTIFICADA CARTAO PRETA;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR PRETO; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA PLASTIFICADA CARTAO TRIPL;PASTA SUSPENSA PLASTIFICADA CARTAO TRIPL;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR ; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
PASTA SUSPENSA PLASTIFICADA CARTAO VERDE;PASTA SUSPENSA PLASTIFICADA CARTAO VERDE;PSUSP;PASTA SUSPENSA;"PASTA SUSPENSA; POSICAO VISOR ; MATERIAL ; COR VERDE; ACABAMENTO PLASTIFICADO ; GRAMATURA/ESPESSURA ; VISOR ; MATERIAL VISOR ; DORSO ; MATERIAL SUPORTE ; MATERIAL PONTEIRA ; ETIQUETA ; MATERIAL ETIQUETA ; PRENDEDOR; DIMENSOES";4820.90.00;PARCIAL
PEN DRIVE 16GB PD588 - MULTILASER;PEN DRIVE 16GB PD588 - MULTILASER;PDRIV;PEN DRIVE;"PEN DRIVE; CAPACIDADE 16GB; CONEXAO USB 2.0; COR PRETO; FABRICANTE-REFERENCIA MULTILASER-PD588";8523.51.90;TOTAL
PERCEVEJO LATONADO CX. C/100;PERCEVEJO LATONADO CX. C/100;SEM PDM;SEM PDM;;;BACKLOG
PERFURADOR 2 FUROS P/ 10 FOLHAS BRW;PERFURADOR 2 FUROS P/ 10 FOLHAS BRW;PERFU;PERFURADOR PAPEL;"PERFURADOR PAPEL; MATERIAL ACO; COR PRETO; FURO 2 FUROS; AJUSTE SEM AJUSTE; CAPACIDADE FURACAO 10 FOLHA";8472.90.40;TOTAL
PERFURADOR 4F AJUSTAVEL  999A   P/08FL;PERFURADOR 4F AJUSTAVEL  999A   P/08FL;PERFU;PERFURADOR PAPEL;"PERFURADOR PAPEL; MATERIAL ACO; COR PRETO; FURO 4 FUROS; AJUSTE COM AJUSTE; CAPACIDADE FURACAO 8 FOLHA";8472.90.40;TOTAL
PILHA ALCALINA PALITO AAA MOD LR03;PILHA ALCALINA PALITO AAA MOD LR03;BPELE;BATERIA, PILHA ELETROELETRONICA;"BATERIA, PILHA ELETROELETRONICA; COMPOSICAO QUIMICA ALCALINA; TAMANHO AAA (PALITO); FORMATO CILINDRICA; TENSAO NOMINAL 1,5V; CAPACIDADE CORRENTE ; CARGA NAO RECARREGAVEL";8506.10.10;TOTAL
PINCEL ATOMICO 1100 AZUL;PINCEL ATOMICO 1100 AZUL;PATOM;PINCEL ATOMICO;"PINCEL ATOMICO; COR AZUL; ESPESSURA ESCRITA ; CARGA RECARREGAVEL COM TINTA TR; BASE TINTA ALCOOL; MATERIAL PONTA FELTRO; PONTA CHANFRADA; FABRICANTE-REFERENCIA PILOT-1100P";9608.20.00;TOTAL
PINCEL ATOMICO 1100 VERMELHO;PINCEL ATOMICO 1100 VERMELHO;PATOM;PINCEL ATOMICO;"PINCEL ATOMICO; COR VERMELHO; ESPESSURA ESCRITA 2,0/4,5/8,0MM ; CARGA RECARREGAVEL COM TINTA TR; BASE TINTA ALCOOL; MATERIAL PONTA FELTRO; PONTA CHANFRADA; FABRICANTE-REFERENCIA PILOT-1100P";9608.20.00;TOTAL
PINCEL ATOMICO 1100P PT;PINCEL ATOMICO 1100P PT;PATOM;PINCEL ATOMICO;"PINCEL ATOMICO; COR PRETO; ESPESSURA ESCRITA ; CARGA RECARREGAVEL COM TINTA TR; BASE TINTA ALCOOL; MATERIAL PONTA FELTRO; PONTA CHANFRADA; FABRICANTE-REFERENCIA PILOT-1100P";9608.20.00;TOTAL
PISTOLA COLA QUENTE GRANDE;PISTOLA COLA QUENTE GRANDE;SEM PDM;SEM PDM;;;BACKLOG
PISTOLA COLA QUENTE PEQUENA;PISTOLA COLA QUENTE PEQUENA;SEM PDM;SEM PDM;;;BACKLOG
PORTA CARTAO VISITA C/IND CURTO 910 FM;PORTA CARTAO VISITA C/IND CURTO 910 FM;CPCVI;PORTA CARTAO VISITA;"PORTA CARTAO VISITA; MATERIAL ACO ; COR FUME; QUANTIDADE CARTOES 500 UNIDADES; DIMENSOES 124 X 175 X 84MM; TAMPA COM TAMPA; QUANTIDADE DIVISORIAS 1 DIVISORIA; FABRICANTE-REFERENCIA ACRIMET-910";8304.00.00;TOTAL
PORTA CARTAO VISITA C/IND LONGO 810 FUME;PORTA CARTAO VISITA C/IND LONGO 810 FUME;CPCVI;PORTA CARTAO VISITA;"PORTA CARTAO VISITA; MATERIAL ACO; COR FUME; QUANTIDADE CARTOES 1000 UNIDADES; DIMENSOES 260 X 110 X 70MM; TAMPA COM TAMPA; QUANTIDADE DIVISORIAS 1 DIVISORIA; FABRICANTE-REFERENCIA ACRIMET-810";8304.00.00;TOTAL
PORTA DUREX GRANDE  1402  PRETO;PORTA DUREX GRANDE  1402  PRETO;DFADE;SUPORTE FITA ADESIVA (DISPENSADOR MANUAL);"SUPORTE FITA ADESIVA; MATERIAL PLASTICO; COR PRETO; QUANTIDADE ROLO 1 ROLO; LARGURA ROLO 12MM; DIAMETRO MINIMO BOBINA 75MM; TIPO CORTE PICOTADO; DIMENSOES 210 X 100 X 85MM FABRICANTE-REFERENCIA BANDEIRANTE-1402";3926.10.00;TOTAL
PORTA LAPIS POLIPROPILENO   933  CR;PORTA LAPIS POLIPROPILENO   933  CR;PLPCA;PORTA LAPIS - CANETA;"PORTA LAPIS - CANETA; MATERIAL CONSTRUTIVO POLIESTIRENO; FORMATO RETANGULAR; DIMENSAO 57 X 57 X 86MM; COR; FABRICANTE-REFERENCIA ACRIMET-933";3926.10.00;PARCIAL
PORTA REVISTA  CLASSIC  276  AZ ESC;PORTA REVISTA  CLASSIC  276  AZ ESC;PREVI;PORTA REVISTA;"PORTA REVISTA; MATERIAL CONSTRUTIVO POLIESTIRENO; DIMENSOES 290 X 220 X 70MM; COR AZUL ESCURO; FABRICANTE-REFERENCIA ACRIMET-276";3926.10.00;TOTAL
POST-IT FLAGS AZUL 50FL;POST-IT FLAGS AZUL 50FL;ADAVI;ADESIVO AVISO (POST-IT);"ADESIVO AVISO (POST-IT); TAMANHO 25,40 X 43,20MM; COR AZUL; FORNECIMENTO 50FL; FABRICANTE-REFERENCIA 3M-FLAGS AZ";4821.10.00;TOTAL
POST-IT FLAGS VERDE 50FL;POST-IT FLAGS VERDE 50FL;ADAVI;ADESIVO AVISO (POST-IT);"ADESIVO AVISO (POST-IT); TAMANHO 25,40 X 43,20MM; COR VERDE; FORNECIMENTO 50FL; FABRICANTE-REFERENCIA 3M-FLAGS VD";4821.10.00;TOTAL
POST-IT FLAGS VERMELHO 50FL;POST-IT FLAGS VERMELHO 50FL;ADAVI;ADESIVO AVISO (POST-IT);"ADESIVO AVISO (POST-IT); TAMANHO 25,40 X 43,20MM; COR VERMELHO; FORNECIMENTO 50FL; FABRICANTE-REFERENCIA 3M-FLAGS VM";4821.10.00;TOTAL
PRANCHETA DE ACRILICO AZUL;PRANCHETA DE ACRILICO AZUL;PRANC;PRANCHETA;"PRANCHETA; MATERIAL ACRILICO; COR AZUL; MATERIAL PRENDEDOR; DIMENSOES";;PARCIAL
PRANCHETA EM ACRÍLICO A4 COM PRENDEDOR;PRANCHETA EM ACRÍLICO A4 COM PRENDEDOR;PRANC;PRANCHETA;"PRANCHETA; MATERIAL ACRILICO; COR; MATERIAL PRENDEDOR; DIMENSOES A4";;PARCIAL
PRENDEDOR DE CRACHÁ JACARÉ;PRENDEDOR DE CRACHÁ JACARÉ;PRELA;PRESILHA;"PRESILHA; TIPO JACARE; MODELO; MATERIAL; ALCA; FORNECIMENTO";;PARCIAL
PROTOCOLO CORRESPONDENCIA 1/4 100FL;PROTOCOLO CORRESPONDENCIA 1/4 100FL;CADER;CADERNO;"CADERNO; MODELO PROTOCOLO CORRESPONDENCIA 1/4; ENCADERNACAO BROCHURA; TIPO CAPA CAPA DURA;  TIPO FOLHA NUMERADAS; DIMENSOES 154 X 216MM; QUANTIDADE FOLHA 100 FOLHA";4820.10.00;TOTAL
QUADRO BRANCO MAGN LUXO 100X80 AL1010BEA;QUADRO BRANCO MAGN LUXO 100X80 AL1010BEA;QUADR;QUADRO;"QUADRO; COR BRANCO; MATERIAL ALUMINIO; TIPO MAGNETICO LUXO; DIMENSOES 80 X 100CM";9610.00.00;TOTAL
QUADRO BRANCO MAGN LUXO 60X45 AL1027BEA;QUADRO BRANCO MAGN LUXO 60X45 AL1027BEA;QUADR;QUADRO;"QUADRO; COR BRANCO; MATERIAL ALUMINIO; TIPO MAGNETICO LUXO; DIMENSOES 45 X 60CM";9610.00.00;TOTAL
QUADRO BRANCO MAGN LUXO 80X60 AL1023 BEA;QUADRO BRANCO MAGN LUXO 80X60 AL1023 BEA;QUADR;QUADRO;"QUADRO; COR BRANCO; MATERIAL ALUMINIO; TIPO MAGNETICO LUXO; DIMENSOES 60 X 80CM";9610.00.00;TOTAL
QUADRO BRANCO POP   90X60  MOD. AL 1330;QUADRO BRANCO POP   90X60  MOD. AL 1330;QUADR;QUADRO;"QUADRO; COR BRANCO; MATERIAL ALUMINIO; TIPO POP; DIMENSOES 60 X 90CM";9610.00.00;TOTAL
QUADRO BRANCO POP 120X90  MOD. AL 1310;QUADRO BRANCO POP 120X90  MOD. AL 1310;QUADR;QUADRO;"QUADRO; COR BRANCO; MATERIAL ALUMINIO; TIPO POP; DIMENSOES 90 X 120CM";9610.00.00;TOTAL
REFIL / BORRACHA PARA CARIMBO POCKET;REFIL / BORRACHA PARA CARIMBO POCKET;SEM PDM;SEM PDM;;;BACKLOG
REFIL DE COLA QUENTE FINA 1KG BRANCA KA;REFIL DE COLA QUENTE FINA 1KG BRANCA KA;BCQUN;BASTAO COLA QUENTE;"BASTAO COLA QUENTE; DIAMETRO ; COMPRIMENTO; COR BRANCO; FORMA FORNECIMENTO PACOTE 1KG";;PARCIAL
REFIL PARA CARIMBO COLOP 10 - 10 X 26 MM;REFIL PARA CARIMBO COLOP 10 - 10 X 26 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 10; DIMENSAO 10 X 26MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 15 - 10 X 70 MM;REFIL PARA CARIMBO COLOP 15 - 10 X 70 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 15; DIMENSAO 10 X 70MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 20 - 14 X 38 MM;REFIL PARA CARIMBO COLOP 20 - 14 X 38 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 20; DIMENSAO 14 X 38MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 25 - 15 X 75 MM;REFIL PARA CARIMBO COLOP 25 - 15 X 75 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 25; DIMENSAO 15 X 75MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 30 - 18 X 47 MM;REFIL PARA CARIMBO COLOP 30 - 18 X 47 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 30; DIMENSAO 18 X 47MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 40 - 22 X 58 MM;REFIL PARA CARIMBO COLOP 40 - 22 X 58 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 40; DIMENSAO 22 X 58MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 45 - 25 X 82 MM;REFIL PARA CARIMBO COLOP 45 - 25 X 82 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 45; DIMENSAO 25 X 82MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 50 - 25 X 70 MM;REFIL PARA CARIMBO COLOP 50 - 25 X 70 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 50; DIMENSAO 25 X 70MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 52 - 20 X 30 MM;REFIL PARA CARIMBO COLOP 52 - 20 X 30 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 52; DIMENSAO 20 X 30MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 55 - 40 X 60 MM;REFIL PARA CARIMBO COLOP 55 - 40 X 60 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 55; DIMENSAO 40 X 60MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP 60 - 38 X 75 MM;REFIL PARA CARIMBO COLOP 60 - 38 X 75 MM;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO AUTOMATICO; MODELO CARIMBO COLOP 60; DIMENSAO 38 X 75MM; COR TINTA";9612.20.00;PARCIAL
REFIL PARA CARIMBO COLOP DATADOR S120;REFIL PARA CARIMBO COLOP DATADOR S120;ACARI;ALMOFADA CARIMBO;"ALMOFADA/REFIL CARIMBO; TIPO DATADOR; MODELO CARIMBO COLOP S120; DIMENSAO ; COR TINTA";9612.20.00;PARCIAL
REGUA PLASTICA 30CM;REGUA PLASTICA 30CM;RESCO;REGUA PLANA, ESCALA;"REGUA PLANA, ESCALA; MATERIAL PLASTICO, COR CRISTAL, ESPESSURA 3MM, ARESTA RETA, TAMANHO ESCALA 30CM, GRADUACAO CENTIMETRO, DUREZA RIGIDA";3926.10.00;TOTAL
RIBBON RESINA TR7 50X300;RIBBON RESINA TR7 50X300;SEM PDM;SEM PDM;;;BACKLOG
RIBBON RESINA TR7 90X300;RIBBON RESINA TR7 90X300;SEM PDM;SEM PDM;;;BACKLOG
RIBON CERA 300;RIBON CERA 300;SEM PDM;SEM PDM;;;BACKLOG
ROTULADOR BROTHER MODELO PT-D400;ROTULADOR BROTHER MODELO PT-D400;RELER;ROTULADOR ELETRONICO;"ROTULADOR ELETRONICO; MODELO MESA; ALIMENTACAO 6 PILHAS AA / 12V; DISPLAY LCD 12 DIGITOS; IMPRESSAO 18MM; RESOLUCAO 180DPI; MEMORIA 50 ETIQUETAS; FONTE 14 FONTES; CORTADOR MANUAL; TECLADO QWERTY; FABRICANTE-REFERENCIA BROTHER-PT-D400";;TOTAL
ROTULADOR ELETR. BROTHER PEN - 00610079;ROTULADOR ELETR. BROTHER PEN - 00610079;RELER;ROTULADOR ELETRONICO;"ROTULADOR ELETRONICO; MODELO MESA; ALIMENTACAO 6 PILHAS AA / 12V; DISPLAY LCD 12 DIGITOS; IMPRESSAO 18MM; RESOLUCAO 180DPI; MEMORIA 50 ETIQUETAS; FONTE 14 FONTES; CORTADOR MANUAL; TECLADO QWERTY; INTERFACE; FABRICANTE-REFERENCIA BROTHER-PT-D400";;INFORMAÇÕES INSUFICIENTES
ROTULADOR ELETRONICO BROTHER PEN TOUCH 8;ROTULADOR ELETRONICO BROTHER PEN TOUCH 8;RELER;ROTULADOR ELETRONICO;;;INFORMAÇÕES INSUFICIENTES
ROTULADOR ELETRONICO PT-P700 BROTHER;ROTULADOR ELETRONICO PT-P700 BROTHER;RELER;ROTULADOR ELETRONICO;;;BACKLOG
SACO PLÁSTIC TRANSPAR 30X40X0,06-PCT 5KG;SACO PLÁSTIC TRANSPAR 30X40X0,06-PCT 5KG;EMSAC;EMBALAGEM / SACO;"EMBALAGEM / SACO; APLICACAO MULTIUSO; MATERIAL PLASTICO; COR TRANSPARENTE; DIMENSAO 30 X 40CM; ESPESSURA 0,06µm; FECHAMENTO; LOGOTIPO/PERSONALIZACAO S/LOGOTIPO";;PARCIAL
SACO PLÁSTICO DESCARTÁVEL 15 CM X 20 CM;SACO PLÁSTICO DESCARTÁVEL 15 CM X 20 CM;EMSAC;EMBALAGEM / SACO;"EMBALAGEM / SACO; APLICACAO MULTIUSO; MATERIAL PLASTICO; COR TRANSPARENTE; DIMENSAO 15 X 20CM; ESPESSURA; FECHAMENTO; LOGOTIPO/PERSONALIZACAO S/LOGOTIPO";;PARCIAL
SACO PLÁSTICO DESCARTÁVEL 23CM X 4 CM;SACO PLÁSTICO DESCARTÁVEL 23CM X 4 CM;EMSAC;EMBALAGEM / SACO;"EMBALAGEM / SACO; APLICACAO MULTIUSO; MATERIAL PLASTICO; COR TRANSPARENTE; DIMENSAO 4 X 23CM; ESPESSURA; FECHAMENTO; LOGOTIPO/PERSONALIZACAO S/LOGOTIPO";;PARCIAL
SACO PRESENTE 15X22CM TRANSPARENTE 4831;SACO PRESENTE 15X22CM TRANSPARENTE 4831;EMSAC;EMBALAGEM / SACO;"EMBALAGEM/SACO; APLICACAO EMBALAGEM PRESENTE; MATERIAL; COR INCOLOR; DIMENSAO 15 X 22CM; FECHAMENTO SEM FECHAMENTO; LOGOTIPO/PERSONALIZACAO SEM LOGOTIPO; FABRICANTE-REFERENCIA GALA-4831";3923.21.90;TOTAL
SUPORTE DE APAGADOR EM ACRÍLICO CRISTAL;SUPORTE DE APAGADOR EM ACRÍLICO CRISTAL;SEM PDM;SEM PDM;;;BACKLOG
SUPORTE ORGANIZADOR DE CHAVE P/8 CHAVEIR;SUPORTE ORGANIZADOR DE CHAVE P/8 CHAVEIR;SEM PDM;SEM PDM;;;BACKLOG
SUPORTE P/FITA ADESIVA  50 X 50 T-336;SUPORTE P/FITA ADESIVA  50 X 50 T-336;AFITA;APLICADOR FITA ADESIVA;"APLICADOR FITA ADESIVA; MATERIAL METALICO;  DIMENSOES 5 X 25 X 15CM; LARGURA FITA 50MM; FABRICANTE-REFERENCIA CIS-T336";8422.40.90;TOTAL
SUPORTE P/MONITOR LCD QUADRADO C/REGUL.;SUPORTE P/MONITOR LCD QUADRADO C/REGUL.;SEM PDM;SEM PDM;;;BACKLOG
SUPORTE PARA MONITOR COM 2 GAVETAS MDF P;SUPORTE PARA MONITOR COM 2 GAVETAS MDF P;SEM PDM;SEM PDM;;;BACKLOG
TESOURA CABO PLASTICO 21 CM;TESOURA CABO PLASTICO 21 CM;TESCO;TESOURA ESCRITORIO;"TESOURA ESCRITORIO; TIPO PONTA; FORMATO LAMINA/FIO LISO; MATERIAL LAMINA ; ACABAMENTO LAMINA; COMPRIMENTO LAMINA 21CM; MATERIAL CABO PLASTICO; COR";8213.00.00;PARCIAL
TINTA GUACHE 15 ML C/12 CORES ACRILEX CX;TINTA GUACHE 15 ML C/12 CORES ACRILEX CX;TGUAC;TINTA ARTISTICA;"TINTA ARTISTICA; TIPO GUACHE; COR CORES; FORMA FORNECIMENTO CAIXA 12 UNIDADES 15ML";3213.10.00;TOTAL
TINTA P/CARIMBO 40ML - AZUL;TINTA P/CARIMBO 40ML - AZUL;TCARI;TINTA CARIMBO;"TINTA CARIMBO; BASE AGUA; COR AZUL; FORMA FORNECIMENTO 40ML";3215.90.00;TOTAL
TINTA P/CARIMBO 40ML - PRETA;TINTA P/CARIMBO 40ML - PRETA;TCARI;TINTA CARIMBO;"TINTA CARIMBO; BASE AGUA; COR PRETO; FORMA FORNECIMENTO 40ML";3215.90.00;TOTAL
